KQA7,32.6,65.87
KQSP,36.65,66.983
OADZ,38.433,70.8
OAUZ,36.667,68.917
OAMS,36.707,67.21
OASG,36.667,65.717
OAFZ,37.117,70.517
OAHN,37.883,70.217
OAYQ,37.467,69.667
OADF,35.917,67.283
